CustomerID,FirstName,LastName,Age,Weight
100659,Milagros,Taboada,22,137
100660,Íngrid,Millán,39,111
100661,अवनी,दास,18,199
100662,兵,高,54,109
100663,रामकृष्ण,नायर,72,229
100664,加奈,岡田,49,205
100665,Max,Short,35,218
100666,Felicia,Pardo,54,134
100667,桂英,李,53,173
100668,稔,松本,48,220
100669,裕美子,村上,41,156
100670,Aaron,Williams,71,237
100671,रजनी,पवार,27,229
100672,Hans-Peter,Dörr,74,149
100673,Ryan,Butler,44,167
100674,Modesto,Marti,66,243
100675,Hélène,Noël,56,127
100676,Reina,Salvador,69,194
100677,裕太,伊藤,50,232
100678,प्रमोद,हजारिका,38,170
100679,Marie-Theres,Trapp,43,126
100680,June,Stephens,19,142
100681,Gregory,Lamb,49,240
100682,William,Carr,39,106
100683,Karola,Koch,29,180
100684,Melissa,Stanton,48,237
100685,Christian,Stephens,59,175
100686,結衣,遠藤,62,128
100687,Connor,Cuevas,41,146
100688,Ashleigh,Jackson,86,126
100689,Jake,Morgan,58,230
100690,Connor,Berg,46,189
100691,Annette,Hoover,48,119
100692,Katherine,Baker,39,250
100693,娟,李,79,142
100694,Antoinette,Lacroix,84,235
100695,金凤,赵,48,165
100696,Juan Carlos,Santana,79,138
100697,Kathy,Scott,18,232
100698,Marian,Baker,82,183
100699,Sancho,Batlle,44,103
100700,Leonhard,Hörle,77,146
100701,Roberta,Gritti,28,181
100702,岩,牛,30,185
100703,Louis,Green,52,216
100704,桃子,山下,72,176
100705,Miguel,Pintor,38,217
100706,Allison,Hendricks,63,244
100707,Anne,Laporte,57,206
100708,Lorraine,Moss,64,170
100709,Émile,Gaillard,54,203
100710,Jose Francisco,Laguna,22,247
100711,रवि,साहा,80,105
100712,Martha,Crawford,72,210
100713,Lindsay,Kemp,23,110
100714,Nicola,Natta,49,149
100715,Lupita,Jerez,82,202
100716,裕美子,佐藤,78,135
100717,Stacy,Hawkins,62,128
100718,Atenulf,Nicolini,21,110
100719,सुशील,मेनन,44,189
100720,Jennifer,Grant,74,187
100721,Ennio,Caetani,49,113
100722,सरला,राव,37,165
100723,Katy,Hall,37,122
100724,淑兰,刘,73,235
100725,Abraham,Valencia,23,134
100726,Vincent,Charles,66,233
100727,John,Keller,57,232
100728,Erin,Johnson,33,193
100729,Nathalie,Parent,46,199
100730,Michelle,Dennis,58,230
100731,Gilles,Lacombe,60,159
100732,Heather,Mcclain,64,120
100733,अमृत,डी’कोस्टा,60,207
100734,Brian,Alvarez,57,155
100735,想,白,51,159
100736,Norma,Gates,38,188
100737,秀珍,张,25,213
100738,निखिल,कुमार,44,131
100739,直子,青木,85,116
100740,Angela,Matthews,21,152
100741,Tony,Anderson,28,239
100742,गीता,खान,21,195
100743,Micheletto,Pirandello,32,220
100744,Nicola,Fletcher,85,187
100745,Florencio,Román,63,206
100746,Martino,Galuppi,30,134
100747,Sarita,Alfaro,63,244
100748,Jason,Wood,37,100
100749,Ryan,Baker,75,176
100750,Austin,Jenkins,71,156
100751,Mehmet,Trubin,64,236
100752,André,Ortmann,75,244
100753,拓真,渡辺,29,130
100754,Annette,Gill,63,231
100755,Hans-Jochen,Jäntsch,39,203
100756,Steven,Clark,23,235
100757,Sante,Casellati,87,247
100758,Brian,Jackson,37,151
100759,María Dolores,Cañete,22,154
100760,淳,山口,69,146
100761,तृष्णा,सैनी,36,100
100762,पद्म,थापा,78,128
100763,Veli,Pölitz,28,175
100764,Edu,Feliu,55,157
100765,अंकुर,देशपांडे,51,225
100766,रवि,तिवारी,28,135
100767,Madison,Mason,34,175
100768,Graham,Evans,21,227
100769,Robert,Robertson,44,226
100770,Sandra,Thomas,69,238
100771,Robert,Huynh,71,123
100772,Shaun,Richardson,89,211
100773,Isaura,Flor,40,195
100774,Maureen,Pickering,18,181
100775,Cecilia,Palombi,27,100
100776,Janice,Adams,75,141
100777,रश्मी,सिंह,62,109
100778,ऋषि,चौहान,64,155
100779,Katherine,Raymond,85,203
100780,विनय,तिवारी,18,244
100781,Nicolasa,Cano,81,190
100782,Jeffrey,Harrison,66,218
100783,Loretta,Filippelli,44,126
100784,Orhan,Scheuermann,79,197
100785,浩,胡,77,126
100786,Pauline,Turner,55,157
100787,Sandra,Figueroa,29,202
100788,Caterina,Berger,21,218
100789,花子,山口,42,189
100790,África,Pedrero,42,120
100791,Loreto,Gual,75,136
100792,桂芝,郑,84,187
100793,Rhonda,Austin,22,142
100794,Christopher,Cain,63,241
100795,Renata,Manzano,28,151
100796,琳,高,54,209
100797,Frédéric,Bernier,45,189
100798,Elisa,Tena,53,239
100799,里佳,佐藤,71,192
100800,Carl,Rudolph,50,195
100801,Théophile,Letellier,67,111
100802,Quirino,Hurtado,53,176
100803,लक्ष्मी,कलिता,68,173
100804,春香,鈴木,37,217
100805,海燕,史,59,168
100806,Mar,Castejón,56,182
100807,मानदीप,महरा,50,171
100808,Dina,Perini,72,172
100809,晨,阴,83,140
100810,Timothy,Kelly,79,100
100811,京助,渡辺,76,120
100812,Marie,Davis,54,125
100813,Gunter,Holzapfel,73,174
100814,花子,斉藤,25,133
100815,Bernd-Dieter,Mende,41,114
100816,Godofredo,Pla,72,182
100817,Marian,Wood,50,168
100818,Artemio,Larrea,21,172
100819,Ramazan,Schaaf,64,163
100820,Charlie,Wheeler,48,134
100821,Leandro,Serna,66,249
100822,翼,山下,53,170
100823,Chantal,Leroy,49,144
100824,Genoveva,Quero,43,226
100825,Anthony,Stevenson,66,174
100826,मोहिनी,मालिक,88,195
100827,Joseph,Nelson,37,248
100828,Stephen,Martinez,65,219
100829,Tiziano,Scandone,60,226
100830,Lucy,Jourdan,89,173
100831,देवदास,चटर्जी,58,183
100832,Jon,Burch,34,177
100833,Bethany,Marshall,80,192
100834,अनन्‍त,पवार,27,240
100835,直子,阿部,23,127
100836,翔太,坂本,39,146
100837,Cassandra,Riley,46,109
100838,प्रेमा,चौहान,63,206
100839,Joan,Mason,46,135
100840,Roberta,Herrera,38,131
100841,裕樹,松本,24,223
100842,Ilse,Dietz,49,225
100843,くみ子,山口,34,164
100844,Owen,Gregory,33,135
100845,लीना,कदम,76,225
100846,欢,张,83,159
100847,里佳,木村,37,131
100848,Luigina,Bombieri,22,233
